average_rate_per_night,bedrooms_count,city,date_of_listing,description,title,url
$78.00,2,Irving,September 2011,"This 2bed 2bath unit is Fully functional unit close to the DFW airport and major highways - 161, 183 and 360, park, and the city center. Ideal working professional, small families, couples, solo adventurers, business travelers, families (with kids).",2bed 2bath condo 2nd floor unit- Pool view,https://www.airbnb.com/rooms/15141422?location=Bedford%2C%20TX
$139.00,3,San Antonio,February 2017,"Cute 1932 cottage in Tobin Hill, one of San Antonio's most venerable neighborhoods. Steps from great dining and nightlife and minutes to world famous attractions, the home is ideally located. Inside is all you need to enjoy your stay: a full kitchen, smart TVs with streaming access, comfortable furnishings, tons of information about things to see and do in and around the Alamo City, board games, WiFi, and even a workstation for business travelers.",Charming Home Close to Everything!,https://www.airbnb.com/rooms/17482252?location=Bulverde%2C%20TX
$92.00,1,San Antonio,January 2014,"Lovely, newly renovated, private bungalow located just around the corner from the iconic Pearl Brewery, downtown Riverwalk, historical district, and more!\n\nThis one-bedroom haven features newly installed wood floors and painted walls, new furniture, a king size bed + daybed sleeper with memory foam mattresses, and a futon for extra guests. There are two full-size washer/dryer units, a fully equipped kitchen, Smart TV, wi-fi, smart-lock door, and ample parking all for your safety and convenience!",Serene & historic bungalow @ the Pearl,https://www.airbnb.com/rooms/13895841?location=Alamo%20Heights%2C%20TX
$68.00,1,Euless,September 2016,"Master bedroom with King Bed, 5 minutes from DFW Airport and 6 minutes AT&amp;T stadium / Six Flags / Rangers Stadium area. Located in the HEB district, easy access to Irving and Dallas, I-121, I-183 east and west. Neighborhood is safe and very quiet. My place is good for couples, solo adventurers, business travelers, and families (with kids).",Master Bedroom 5 mins from DFW Airport,https://www.airbnb.com/rooms/18371580?location=Bedford%2C%20TX
$61.00,1,McKinney,September 2011,"Independent guest room on 2nd floor. Private bath. In spacious home with nice golf course view. Close to McKinney downtown, parks, restaurants, Allen premium outlets.",McKinney Home w/ Golf Course View,https://www.airbnb.com/rooms/13645842?location=Allen%2C%20TX
$149.00,Studio,Burnet,May 2017,"The Eagle's Nest is a stand alone cottage with a beautiful 180 degree view of Lake Buchanan. It has a rock, outdoor fireplace, and a 4 house community dock and hot tub. Public boat ramp is next door. Good swimming and fishing from the 20' by 40 ' dock. Lake Buchanan is known for it's beautiful scenery, with islands and sandy beaches on the lake, and 3 waterfalls and wildlife up the river. Great fishing for Striped Bass, Black Bass, White Bass, Catfish, Crappie and Perch.",Eagle's Nest Cottage on beautiful Lake Buchanan,https://www.airbnb.com/rooms/18688415?location=Bertram%2C%20TX
$69.00,1,Dallas,August 2015,"A beautifully appointed 1940's bungalow home near Mockingbird and Greenville. One mile east of SMU. One BR with full bed, full private bath, small closet, dresser, TV, free wifi, free street parking. Near lots of cool shops and restaurants!",Lovely 1BR in bungalow home by SMU,https://www.airbnb.com/rooms/7698402?location=Balch%20Springs%2C%20TX
$75.00,1,Houston,August 2011,"Custom tiny house w/ all amenities that you need to be comfortable in Midtown. Includes kitchen, washer and dryer, bedroom, living space, &amp; full restroom. Near downtown, montrose, medical center, UH, Rice and more. *Inquiry to rent 2011 MINI Cooper Countryman, 2013 Audi S4 or Bicycles with additional cost.",Tiny House in Downtown & Mini Cooper/Audi*,https://www.airbnb.com/rooms/3051756?location=Alvin%2C%20TX
$60.00,1,Houston,July 2016,"My place is close to Downtown Houston, stadiums, restaurants, bars, beer garden, convention center. You’ll love my place because of easy access in and around Houston. My place is good for couples, solo adventurers, business travelers, and furry friends (pets).",Private Room by Downtown Houston,https://www.airbnb.com/rooms/14892842?location=Alvin%2C%20TX
$490.00,4,Abilene,December 2013,"Leave the cookie cutter hotel behind and enjoy the comfort of Eleven09, a curated, historic cottage replete with vintage whimsy, centrally located in the heart of The Storybook Capital of Texas!\nLocated near Downtown Abilene, McMurry University, Hardin-Simmons University, and Abilene Christian University. Our family-friendly haven accommodates a maximum of 10 guests in the main house and self-contained king suite located over the two-car, detached garage.",Eleven09--A Fine Guest Experience,https://www.airbnb.com/rooms/16194933?location=Abilene%2C%20TX
$62.00,1,Houston,March 2015,The is a completely private apartment above our house. Complete kitchen and bath. The bath is completely renovated with slate throughout. Rain shower and hand held shower. Private deck with beautiful views! \n7 Miles to SUPER BOWL NRG STADIUM!\n3 MILES FROM HOBBY!,Woody Loft!,https://www.airbnb.com/rooms/5728097?location=Baytown%2C%20TX
$225.00,4,Haslet,July 2016,"4 Bedrooms, 3.5 baths including a main floor Master bedroom for easy access. Convenient location to DFW Metro area in a quiet neighborhood with close access to US 287 and I35W including 15 mins to TMS, 20 mins to downtown Fort Worth, 30 mins to DFW airport, 40 mins to Love Field, 30 Minutes to Cowboys Stadium, and 60 Minutes to Winstar Casino. Large open 4000 square foot home with 2 garage spaces for parking and a large 1/3 acre private fenced backyard and covered patio with natural gas grill.",Immaculate 4 bd 3.5 bath sleeps 10 4000 Sq feet,https://www.airbnb.com/rooms/15972418?location=Azle%2C%20TX
$50.00,1,Harker Heights,March 2017,It's a house!!!!,Fish Pond,https://www.airbnb.com/rooms/17847394?location=Belton%2C%20TX
$44.00,1,Euless,March 2017,"1 and a 1/2 bathroom,woodfloors tv access. 15 min from Cowboys Stadium, 7 min from the DFW airport.",Upstairs townhouse,https://www.airbnb.com/rooms/18291497?location=Bedford%2C%20TX
$250.00,4,Abilene,April 2017,"Come stay at our spacious family friendly home in the Radford Hills neighborhood near Abilene Christian University. \nEnjoy Graduation, Sing Song, Home Coming, or just a weekend visit to the Story Book Capital of Texas without sacrificing the peace and comfort of home. Gather with family and friends in our large family dining room or around a crackling fire in the fire pit. Relax with a book from our Little Free Library or cook a meal for all to enjoy.","Spacious ACU Area 2600sqft Home, Sleeps 8+",https://www.airbnb.com/rooms/18241670?location=Abilene%2C%20TX
$77.00,1,Houston,March 2012,"Newly built and fully appointed guesthouse in the heart of the Montrose area in Houston. One bedroom with queen sized bed, fully functional and stocked kitchen, full bath, and sitting area. Recently upgraded, super fast wireless internet and cable TV. Complete privacy guaranteed. \n\nWalking distance to dozens of restaurants, bars, and night clubs. Safe and quiet neighborhood that is less than a half mile to a major grocery store, local pharmacy and several wonderful coffee shops. Just around the block are dozens of vintage clothing shops, resale and antique stores. Walking distance also to Menil Collection museum and Rothko Chapel. A longer walk (or short drive) to the impressive Houston Museum District, Rice University, and Hermann Park and Zoo. Less than one block walk for a bus that goes to Galleria for world-class shopping, indoor ice skating, or buses in the opposite direction for light rail that takes you downtown, to the medical center, or all the way to Reliant Stadium. \n\nIf you don't feel like walking or taking the bus, we are only one block from a \",Private Guesthouse in Montrose,https://www.airbnb.com/rooms/376446?location=Bellaire%2C%20TX
$48.00,1,Killeen,July 2014,"Built in desk area. Sometimes shared full, private bathroom. If no other guest, all yours! Full access to common areas: LR with TV, kitchen, dining area, front-&amp; back yards, laundry. King-sized bed. (Or can be separated into two twin-sized beds.)",We've Got Another Great Room!,https://www.airbnb.com/rooms/4484860?location=Belton%2C%20TX
$79.00,1,Killeen,September 2015,"This is a fully furnished studio apartment. It has 1 queen size bed, full bathroom, a full kitchen, dining table, 40\",Studio apartment,https://www.airbnb.com/rooms/9548251?location=Bell%20County%2C%20TX
$59.00,1,Houston,March 2016,"Close to MD Anderson, TX Medical Center and Galleria. 20 min driving to Downtown. Good for business trip, visiting Houston, graduation and long term stay. It's the master bedroom of the four bedroom house. Now it is separated from the left part of the house (see picture) with private bath and living room. The left part has 3 bedrooms and rented separately. Weekly (10%) and Monthly (25%) discount. For ones going to TX Medical Center Bus #2 takes you directly there in 25 min. Parking space for 2.",Large One Bedroom in Bellaire Area Close to 610 W,https://www.airbnb.com/rooms/17256450?location=Bellaire%2C%20TX
$120.00,1,Austin,March 2012,"Hyde Park is an historic neighborhood located right in the center of Austin and this charming backyard apartment is right in the center of Hyde Park, 2 blocks from neighborhood coffeeshops, restaurants, laundromat and grocery. It directly faces the Elizabet Ney Sculpture Museum and is half a block from Shipe Park and Pool (open in summer). \n\nThe apt. consists of two large rooms plus a bathroom. One room is a study, with a vast library collection, writer's desk, futon sofa, love seat which pulls out into a single bed, comfy chair, and TV/DVD/stereo/cable/WIFI.\n\nThe second room has a queen bed with carved wooden frame, dining table for six, small kitchen with sink, oven, microwave, refrigerator, coffeemaker and toaster. There is a bathroom with shower off of this room.\n\nThe apartment has saultillo tile floors throughout, ceiling fans in both rooms, window units in both rooms and electric heaters stored in the supply closet. It is well insulated and stays cool in summer and warm in winter.\n\nThere is off-street parking and a private entrance.\n\nThe apartment is a quiet getaway in a beautiful neighborhood. It's a great place for a couple or a family of four. Bus stops are close by and the area is ideal and safe for walking. Our STR License # is 021015.\n",Charming Hyde Park Casita,https://www.airbnb.com/rooms/367445?location=Austin%2C%20TX
$68.00,1,Denton,April 2015,"My place is nicely situated between UNT, TWU, and downtown Denton, all are walkable. It is a charming 2br/2ba house, with a style that I call contemporary cabin because of all the wood. While you are here you will have use of the front bedroom and guest bath. You are also welcome to use the living room, kitchen, and front and back porches as you wish. The bed in the available bedroom is actually two twins. They can be pushed together or separated, whichever suits you.","Charming house, close to everything Denton",https://www.airbnb.com/rooms/6332100?location=Aubrey%2C%20TX
$70.00,1,Corpus Christi,August 2015,"Private detached apartment. Spacious bedroom with vaulted ceiling, full size bed, WiFi and private bath. Located less than a mile from the bayfront. Excellent restaurants and grocery nearby. Coffee maker, fruit, yogurt and homemade granola included.",La Plumeria B&B,https://www.airbnb.com/rooms/7698773?location=Aransas%20Pass%2C%20TX
$87.00,1,Houston,July 2016,"Brand new boutique apartment inside the loop located 5 minutes from the Galleria, Montrose, West University and River Oaks.\n\nAmenities include keyless entry, assigned parking, Nest climate control, plush towels, shampoo, body wash, coffee, marble counter tops, cable TV, Amazon Fire TV, brand new king size bed, washer and dryer.\n\n10 mins away from Medical Centre\n10 mins away from Greenway Plaza\n15 mins away from NRG Stadium\n10 mins away from Downtown (Museum District)\n10 mins to Rice University","Galleria / Montrose, free coffee and Amazon TV!",https://www.airbnb.com/rooms/18237281?location=Bellaire%2C%20TX
$56.00,1,Denton,October 2016,"Place is lake-front! Only minutes from Denton's art, culture and phenomenal music scene. 55 min from Dallas. GREAT lake view of moon and sunrises. PVT fenced courtyard. Incl: Use of kayaks \nInside: Queen,memory foam/gel bed (slightly firm), full bathroom, limited kitchen (mini fridge, microwave, Keurig, outdoor grill)\nGood for cpls, solo, business folk, families/kids/pets\nSummer: Sea Doo's are avbl to rent.",Charming Lake Hide-a-Way in Denton,https://www.airbnb.com/rooms/15633067?location=Aubrey%2C%20TX
